0.0,13.928910927582498
0.005,13.928910927582498
0.01,13.928910927582496
0.015,13.928910927582498
0.02,13.928910927582496
0.025,13.928910927582498
0.03,13.928910927582498
0.035,13.928910927582498
0.04,13.928910927582498
0.045,13.928910927582498
0.05,13.82662189244484
0.055,13.97105462662433
0.06,13.880475635311933
0.065,13.823419572036249
0.07,13.833851830013563
0.075,13.829142134820636
0.08,13.829142210111735
0.085,13.829142285408247
0.09,13.829142360710179
0.095,13.829142436017527
0.1,13.829142511330279
0.105,13.829142586648457
0.11,13.829142661972051
0.115,13.829142737301055
0.12,13.829142812635478
0.125,13.829142887975316
0.13,13.829142963320566
0.135,13.829143038671239
0.14,13.829143114027325
0.145,13.829143189388825
0.15,13.829143264755741
0.155,13.82914334012807
0.16,13.829143415505817
0.165,13.829143490888981
0.17,13.82914356627756
0.175,13.999341981477746
0.18,13.999341941336194
0.185,13.99934190119588
0.19,13.999341861056793
0.195,13.999341820918941
0.2,13.999341780782322
0.205,13.999341740646928
0.21,13.999341700512765
0.215,13.999341660379844
0.22,13.99934162024815
0.225,13.999341580117683
0.23,13.999341539988457
0.235,13.999341499860455
0.24,13.999341459733692
0.245,13.999341419608157
0.25,13.999341379483852
0.255,13.999341339360786
0.26,13.999341299238944
0.265,13.999341259118331
0.27,13.99934121899896
0.275,13.999341178880819
0.28,13.999341138763903
0.285,13.999341098648225
0.29,13.999341058533771
0.295,13.999341018420562
